driver,team,compound,tyre_life,lap_number,stint,position,air_temp,track_temp,humidity,wind_speed,lap_time_s
PER,Red Bull Racing,MEDIUM,8,45,4,16,15.6,24.9,71.0,1.1,90.565
ALB,Williams,MEDIUM,8,46,3,9,15.6,24.9,71.0,1.1,90.234
TSU,RB,SOFT,8,46,3,10,15.6,24.9,71.0,1.1,91.688
SAR,Williams,SOFT,8,46,3,11,15.6,24.9,71.0,1.1,90.826
MAG,Haas F1 Team,SOFT,9,46,3,12,15.6,24.9,71.0,1.1,91.131
RIC,RB,SOFT,9,46,3,13,15.6,24.9,71.0,1.1,90.849
OCO,Alpine,MEDIUM,7,45,5,17,15.6,24.9,71.0,1.1,90.952
HAM,Mercedes,SOFT,10,47,3,1,15.6,24.9,71.0,1.1,89.538
NOR,McLaren,SOFT,10,47,3,2,15.6,24.9,71.0,1.1,89.838
VER,Red Bull Racing,HARD,9,47,3,3,15.6,24.9,71.0,1.1,89.411
PIA,McLaren,MEDIUM,9,47,3,4,15.6,24.9,71.0,1.1,89.049
SAI,Ferrari,HARD,8,47,3,5,15.7,25.2,71.0,1.2,89.553
BOT,Kick Sauber,SOFT,9,46,3,14,15.7,25.2,71.0,1.2,91.396
LEC,Ferrari,SOFT,9,46,4,15,15.7,25.2,71.0,1.2,90.051
ZHO,Kick Sauber,SOFT,9,45,5,18,15.7,25.2,71.0,1.2,91.36
HUL,Haas F1 Team,SOFT,11,47,3,6,15.7,25.2,71.0,1.2,89.864
STR,Aston Martin,MEDIUM,8,47,3,7,15.7,25.2,71.0,1.2,89.925
ALO,Aston Martin,MEDIUM,9,47,3,8,15.7,25.2,71.0,1.2,89.71
PER,Red Bull Racing,MEDIUM,9,46,4,16,15.7,25.2,71.0,1.2,90.136
ALB,Williams,MEDIUM,9,47,3,9,15.7,25.2,71.0,1.2,90.148
TSU,RB,SOFT,9,47,3,10,15.7,25.2,71.0,1.2,90.982
SAR,Williams,SOFT,9,47,3,11,15.7,25.2,71.0,1.2,91.25
MAG,Haas F1 Team,SOFT,10,47,3,12,15.7,25.2,72.0,1.5,91.036
RIC,RB,SOFT,10,47,3,13,15.7,25.2,72.0,1.5,90.735
OCO,Alpine,MEDIUM,8,46,5,17,15.7,25.2,72.0,1.5,90.875
HAM,Mercedes,SOFT,11,48,3,1,15.7,25.2,72.0,1.5,89.579
VER,Red Bull Racing,HARD,10,48,3,2,15.7,25.2,72.0,1.5,88.952
NOR,McLaren,SOFT,11,48,3,3,15.7,25.2,72.0,1.5,90.556
PIA,McLaren,MEDIUM,10,48,3,4,15.7,25.2,72.0,1.5,89.124
SAI,Ferrari,HARD,9,48,3,5,15.7,25.2,72.0,1.5,89.415
BOT,Kick Sauber,SOFT,10,47,3,14,15.7,25.2,72.0,1.5,91.431
LEC,Ferrari,SOFT,10,47,4,15,15.7,25.2,72.0,1.5,90.289
ZHO,Kick Sauber,SOFT,10,46,5,18,15.7,25.2,72.0,1.5,91.43
HUL,Haas F1 Team,SOFT,12,48,3,6,15.8,25.2,69.0,1.8,90.365
STR,Aston Martin,MEDIUM,9,48,3,7,15.8,25.2,69.0,1.8,90.237
ALO,Aston Martin,MEDIUM,10,48,3,8,15.8,25.2,69.0,1.8,90.114
ALB,Williams,MEDIUM,10,48,3,9,15.8,25.2,69.0,1.8,90.068
TSU,RB,SOFT,10,48,3,10,15.8,25.2,69.0,1.8,91.367
SAR,Williams,SOFT,10,48,3,11,15.8,25.2,69.0,1.8,91.201
MAG,Haas F1 Team,SOFT,11,48,3,12,15.8,25.2,69.0,1.8,90.953
RIC,RB,SOFT,11,48,3,13,15.8,25.2,69.0,1.8,91.109
HAM,Mercedes,SOFT,12,49,3,1,15.8,25.2,69.0,1.8,89.667
OCO,Alpine,MEDIUM,9,47,5,17,15.8,25.2,69.0,1.8,93.599
VER,Red Bull Racing,HARD,11,49,3,2,15.8,25.2,69.0,1.8,89.56
NOR,McLaren,SOFT,12,49,3,3,15.8,25.2,69.0,1.8,90.515
PIA,McLaren,MEDIUM,11,49,3,4,15.8,25.2,69.0,1.8,89.283
SAI,Ferrari,HARD,10,49,3,5,15.8,25.4,69.0,1.7,89.439
BOT,Kick Sauber,SOFT,11,48,3,14,15.8,25.4,69.0,1.7,92.006
LEC,Ferrari,SOFT,11,48,4,15,15.8,25.4,69.0,1.7,90.204
ZHO,Kick Sauber,SOFT,11,47,5,18,15.8,25.4,69.0,1.7,91.283
HUL,Haas F1 Team,SOFT,13,49,3,6,15.8,25.4,69.0,1.7,90.371
STR,Aston Martin,MEDIUM,10,49,3,7,15.8,25.4,69.0,1.7,89.969
ALO,Aston Martin,MEDIUM,11,49,3,8,15.8,25.4,69.0,1.7,90.7
ALB,Williams,MEDIUM,11,49,3,9,15.8,25.4,69.0,1.7,89.96
TSU,RB,SOFT,11,49,3,10,15.8,25.4,69.0,1.7,91.08
SAR,Williams,SOFT,11,49,3,11,15.9,25.5,69.0,1.4,91.175
MAG,Haas F1 Team,SOFT,12,49,3,12,15.9,25.5,69.0,1.4,90.803
HAM,Mercedes,SOFT,13,50,3,1,15.9,25.5,69.0,1.4,89.682
RIC,RB,SOFT,12,49,3,13,15.9,25.5,69.0,1.4,92.926
VER,Red Bull Racing,HARD,12,50,3,2,15.9,25.5,69.0,1.4,89.286
NOR,McLaren,SOFT,13,50,3,3,15.9,25.5,69.0,1.4,90.544
OCO,Alpine,MEDIUM,10,48,5,16,15.9,25.5,69.0,1.4,95.931
PIA,McLaren,MEDIUM,12,50,3,4,15.9,25.5,69.0,1.4,89.958
BOT,Kick Sauber,SOFT,12,49,3,14,15.9,25.5,69.0,1.4,91.688
LEC,Ferrari,SOFT,12,49,4,15,15.9,25.5,69.0,1.4,90.929
ZHO,Kick Sauber,SOFT,12,48,5,18,15.9,25.5,69.0,1.4,91.556
HUL,Haas F1 Team,SOFT,14,50,3,6,15.9,25.3,68.0,1.2,90.47
STR,Aston Martin,MEDIUM,11,50,3,7,15.9,25.3,68.0,1.2,90.03
ALO,Aston Martin,MEDIUM,12,50,3,8,15.9,25.3,68.0,1.2,90.727
ALB,Williams,MEDIUM,12,50,3,9,15.9,25.3,68.0,1.2,89.828
TSU,RB,SOFT,12,50,3,10,15.9,25.3,68.0,1.2,91.407
SAR,Williams,SOFT,12,50,3,11,15.9,25.3,68.0,1.2,91.249
MAG,Haas F1 Team,SOFT,13,50,3,12,15.9,25.3,68.0,1.2,91.143
HAM,Mercedes,SOFT,14,51,3,1,15.9,25.3,68.0,1.2,89.743
VER,Red Bull Racing,HARD,13,51,3,2,15.9,25.3,68.0,1.2,89.443
RIC,RB,SOFT,13,50,3,13,15.9,25.3,68.0,1.2,94.15
NOR,McLaren,SOFT,14,51,3,3,15.9,25.3,68.0,1.2,90.769
OCO,Alpine,MEDIUM,11,49,5,16,15.9,25.3,68.0,1.2,91.06
PIA,McLaren,MEDIUM,13,51,3,4,15.9,25.3,68.0,1.2,88.748
PER,Red Bull Racing,SOFT,2,49,5,17,15.9,25.3,68.0,1.2,97.36
LEC,Ferrari,SOFT,13,50,4,14,15.8,25.2,69.0,0.7,90.488
BOT,Kick Sauber,SOFT,13,50,3,15,15.8,25.2,69.0,0.7,92.32
ZHO,Kick Sauber,SOFT,13,49,5,18,15.8,25.2,69.0,0.7,92.504
HUL,Haas F1 Team,SOFT,15,51,3,6,15.8,25.2,69.0,0.7,90.696
STR,Aston Martin,MEDIUM,12,51,3,7,15.8,25.2,69.0,0.7,90.026
ALO,Aston Martin,MEDIUM,13,51,3,8,15.8,25.2,69.0,0.7,90.592
ALB,Williams,MEDIUM,13,51,3,9,15.8,25.2,69.0,0.7,89.916
TSU,RB,SOFT,13,51,3,10,15.8,25.2,69.0,0.7,91.529
SAR,Williams,SOFT,13,51,3,11,15.8,24.9,68.0,1.9,91.662
MAG,Haas F1 Team,SOFT,14,51,3,12,15.8,24.9,68.0,1.9,91.469
HAM,Mercedes,SOFT,15,52,3,1,15.8,24.9,68.0,1.9,90.146
VER,Red Bull Racing,HARD,14,52,3,2,15.8,24.9,68.0,1.9,89.089
NOR,McLaren,SOFT,15,52,3,3,15.8,24.9,68.0,1.9,90.913
RIC,RB,SOFT,14,51,3,13,15.8,24.9,68.0,1.9,94.814
OCO,Alpine,MEDIUM,12,50,5,16,15.8,24.9,68.0,1.9,91.608
PIA,McLaren,MEDIUM,14,52,3,4,15.8,24.9,68.0,1.9,89.928
PER,Red Bull Racing,SOFT,3,50,5,17,15.8,24.9,68.0,1.9,89.707
LEC,Ferrari,SOFT,14,51,4,14,15.8,24.9,68.0,1.9,91.674
BOT,Kick Sauber,SOFT,14,51,3,15,15.8,24.9,68.0,1.9,92.217
SAI,Ferrari,SOFT,5,52,4,5,15.8,24.9,68.0,1.9,88.293
ZHO,Kick Sauber,SOFT,14,50,5,18,15.8,24.8,69.0,2.1,91.749
HUL,Haas F1 Team,SOFT,16,52,3,6,15.8,24.8,69.0,2.1,90.847
STR,Aston Martin,MEDIUM,13,52,3,7,15.8,24.8,69.0,2.1,90.053
ALO,Aston Martin,MEDIUM,14,52,3,8,15.8,24.8,69.0,2.1,91.43
ALB,Williams,MEDIUM,14,52,3,9,15.8,24.8,69.0,2.1,89.718
TSU,RB,SOFT,14,52,3,10,15.8,24.8,69.0,2.1,92.09
SAR,Williams,SOFT,14,52,3,11,15.8,24.8,69.0,2.1,92.088
MAG,Haas F1 Team,SOFT,15,52,3,12,15.8,24.8,69.0,2.1,91.982
